customer_id,age,gender,subscription_type,tenure_months,monthly_spend,support_tickets,avg_session_time,customer_feedback,churn
81694573.0,45.0,M,Premium,36.0,150.0,1.0,90.1,Love it! A must-have service!,0.0
23984715.0,25.0,F,Basic,1.0,20.0,5.0,10.0,I'm canceling; not impressed at all.,1.0
12733674.0,55.0,M,Standard,24.0,85.0,0.0,60.5,Decent but might switch soon.,0.0
74839261.0,31.0,F,Premium,10.0,120.5,3.0,70.2,Such a great value for money!,0.0
81273658.0,40.0,M,Basic,5.0,18.75,8.0,20.0,Could improve content variety.,1.0
56473819.0,29.0,F,Standard,4.0,45.25,6.0,35.0,"It’s okay, but I expect more.",1.0
91248562.0,61.0,M,Premium,42.0,197.0,1.0,105.0,Best decision I ever made!,0.0
47392108.0,37.0,F,Basic,3.0,15.5,10.0,12.4,Not meeting my needs; unhappy.,1.0
29485673.0,26.0,M,Standard,13.0,70.0,4.0,50.3,Enjoyable experience overall!,0.0
85421379.0,60.0,F,Premium,48.0,180.0,0.0,100.0,Excellent; would recommend to everyone.,0.0
18492036.0,33.0,M,Basic,2.0,22.0,12.0,11.0,Too many issues; I'm done.,1.0
42953817.0,44.0,F,Standard,9.0,55.9,3.0,30.5,Good but that annoying bug remains.,0.0
68102749.0,50.0,M,Premium,20.0,160.0,1.0,95.0,"Fantastic service, top-notch!",0.0
90567428.0,22.0,F,Basic,1.0,25.0,15.0,9.0,Not what I expected; disappointed.,1.0
59317284.0,38.0,M,Standard,14.0,60.0,5.0,40.0,Satisfactory but room for improvement.,0.0
37581624.0,30.0,F,Premium,32.0,140.75,2.0,80.3,This is the best I have found!,0.0
23457896.0,48.0,M,Basic,3.0,19.99,7.0,15.0,"Average at best, need to cancel.",1.0
78654312.0,27.0,F,Standard,11.0,72.25,4.0,45.8,"Pretty cool, I’ll stay for now.",0.0
91248507.0,35.0,M,Basic,8.0,30.75,9.0,25.2,Issues are annoying me; need change!,1.0
41928376.0,62.0,F,Premium,45.0,190.0,1.0,115.0,Simply amazing service.,0.0
65012934.0,24.0,M,Basic,2.0,21.5,14.0,8.0,Very disappointing; will cancel.,1.0
83725169.0,39.0,F,Standard,17.0,95.0,1.0,55.7,Quite satisfied; would recommend.,0.0
76894516.0,28.0,M,Basic,1.0,34.0,19.0,12.2,"Need better features, not staying.",1.0
23506874.0,54.0,F,Premium,37.0,170.0,0.0,110.0,Best subscription I’ve ever had!,0.0
90238561.0,43.0,M,Basic,6.0,27.5,10.0,15.6,Not worth my time; I’m leaving.,1.0
15927384.0,41.0,F,Standard,3.0,47.9,4.0,38.8,It’s okay; had better before.,0.0
37689145.0,36.0,M,Basic,2.0,25.75,6.0,17.0,Service is lacking; might quit.,1.0
80423579.0,29.0,F,Premium,40.0,195.0,1.0,120.0,Absolutely love this service!,0.0
69218134.0,23.0,M,Basic,7.0,20.0,8.0,14.1,Confused and not satisfied yet.,1.0
56173829.0,58.0,M,Standard,10.0,65.5,5.0,48.0,Happy with my choice so far!,0.0
83714982.0,27.0,F,Basic,3.0,29.99,12.0,16.0,So many bugs; can’t stand it.,1.0
23169470.0,46.0,M,Premium,38.0,175.0,0.0,95.5,Exceptional value for money!,0.0
49385026.0,22.0,F,Basic,1.0,15.0,15.0,11.0,Highly disappointed; I’m out!,1.0
50321768.0,32.0,M,Standard,11.0,55.75,3.0,34.0,"Good, but could be improved.",0.0
72894653.0,49.0,F,Premium,28.0,155.0,2.0,92.0,I recommend it to all my friends!,0.0
59284703.0,30.0,M,Basic,2.0,29.0,9.0,14.8,Not enough features for me.,1.0
23015827.0,34.0,M,Premium,24.0,150.5,2.0,45.5,"Great service, very satisfied",0.0
54628149.0,29.0,F,Standard,5.0,75.0,7.0,30.2,"Too many issues, not happy",1.0
84516273.0,45.0,M,Basic,12.0,20.0,1.0,15.0,"It's okay, could be better",0.0
78352419.0,56.0,F,Premium,36.0,199.99,0.0,90.0,Best platform ever!,0.0
92745467.0,19.0,M,Basic,2.0,25.0,10.0,20.5,Not worth the price,1.0
61782459.0,30.0,F,Standard,15.0,60.0,4.0,35.0,"Decent, nothing special",0.0
43256788.0,23.0,M,Standard,1.0,50.0,8.0,12.6,I’m leaving for better deals,1.0
12895647.0,40.0,F,Premium,48.0,180.0,1.0,60.0,Very pleased with everything,0.0
98634120.0,21.0,F,Basic,3.0,15.0,3.0,10.0,Service doesn't meet my needs,1.0
37986452.0,38.0,M,Basic,9.0,30.0,5.0,25.0,Could improve on content,0.0
25437816.0,62.0,F,Premium,42.0,200.0,0.0,100.0,Love this service!,0.0
73216894.0,29.0,M,Basic,14.0,22.0,6.0,18.5,Too many glitches lately,1.0
49256173.0,34.0,F,Standard,4.0,70.0,9.0,40.0,Not impressed with support,1.0
86193750.0,48.0,M,Premium,39.0,199.0,1.0,85.0,Best decision I made!,0.0
60718235.0,22.0,F,Standard,6.0,53.5,7.0,30.0,Could be better for price,1.0
31478562.0,39.0,M,Basic,11.0,20.0,2.0,15.0,Satisfactory overall,0.0
57892341.0,36.0,F,Standard,10.0,55.0,12.0,28.0,Feedback response was slow,1.0
47809526.0,27.0,M,Premium,30.0,190.0,0.0,100.5,Fantastic user experience,0.0
60437518.0,44.0,F,Basic,20.0,35.0,5.0,22.0,I want to cancel my subscription,1.0
15890234.0,51.0,M,Standard,7.0,80.0,3.0,40.0,Not really what I expected,1.0
78947601.0,33.0,F,Premium,26.0,175.3,0.0,95.0,Highly recommend to friends,0.0
90351478.0,31.0,M,Basic,1.0,15.0,10.0,12.0,This is too basic for me,1.0
47081263.0,25.0,F,Standard,16.0,65.0,8.0,37.0,Good but can improve,0.0
26419375.0,46.0,M,Basic,3.0,18.0,9.0,10.0,Not worth the hassle,1.0
85641320.0,19.0,F,Premium,19.0,155.6,1.0,55.0,Love the variety offered,0.0
50162834.0,37.0,M,Standard,5.0,72.5,11.0,20.0,Response time is too slow,1.0
13259476.0,41.0,F,Basic,10.0,25.0,6.0,15.5,Content is lacking,1.0
98203724.0,54.0,M,Premium,33.0,190.0,0.0,120.0,Pure excellence in service,0.0
45327168.0,26.0,F,Standard,2.0,45.0,8.0,18.0,Not what I expected at all,1.0
37456820.0,38.0,M,Basic,28.0,30.0,5.0,20.0,I might stay a little longer,0.0
63429105.0,50.0,F,Premium,47.0,200.0,0.0,110.0,Truly exceptional service,0.0
72613489.0,22.0,M,Basic,9.0,22.5,10.0,14.0,Not enough features to keep me,1.0
28904175.0,45.0,F,Standard,12.0,60.0,4.0,30.0,Satisfactory but needs improvement,0.0
87105234.0,27.0,M,Premium,1.0,190.0,0.0,95.0,"Just joined, seems great",0.0
19578064.0,29.0,F,Basic,4.0,16.0,6.0,11.5,Too complicated to navigate,1.0
87452691.0,55.0,M,Standard,15.0,70.0,3.0,35.0,Enjoyable experience overall,0.0
89713046.0,20.0,M,Premium,3.0,195.0,0.0,85.0,"Excellent service, very reliable",0.0
40298753.0,32.0,F,Standard,14.0,65.0,12.0,30.5,Support is lacking at times,1.0
83472134.0,25.0,M,Basic,2.0,25.5,8.0,15.5,I am not satisfied with the service,1.0
29581670.0,34.0,F,Standard,10.0,75.0,3.0,45.2,Great experience overall,0.0
81837245.0,45.0,M,Premium,22.0,150.0,2.0,90.0,Love the variety of options,0.0
12784309.0,29.0,F,Basic,1.0,20.0,10.0,20.5,Not worth the money,1.0
40213086.0,38.0,M,Premium,35.0,200.0,1.0,110.0,Very happy with my subscription,0.0
67854213.0,51.0,F,Standard,15.0,65.99,6.0,30.2,"Average service, nothing special",1.0
31284815.0,22.0,M,Basic,3.0,22.0,7.0,12.8,Could be better in quality,1.0
85913764.0,40.0,F,Premium,28.0,180.0,1.0,100.0,Excellent value for the price,0.0
45729384.0,31.0,M,Standard,18.0,90.5,5.0,56.5,Decent but not excellent,0.0
65947180.0,27.0,F,Basic,5.0,18.4,4.0,25.2,Not enough features,1.0
20394876.0,44.0,M,Premium,40.0,200.0,0.0,120.0,"Top-notch service, highly recommend",0.0
58623491.0,36.0,F,Basic,4.0,23.0,9.0,10.0,"Too slow, support needs improvement",1.0
87943520.0,29.0,M,Basic,2.0,30.0,5.0,15.5,I expected more from this service,1.0
49823761.0,53.0,F,Standard,12.0,65.0,3.0,40.2,Good service with room to improve,0.0
72148590.0,33.0,M,Premium,36.0,180.0,0.0,95.0,Very reliable and enjoyable,0.0
18374926.0,24.0,F,Basic,1.0,19.99,15.0,10.5,Not enough content for the price,1.0
46280739.0,47.0,M,Standard,26.0,78.2,4.0,50.0,Pretty good for the cost,0.0
31491268.0,30.0,F,Premium,43.0,190.0,1.0,110.5,Best service I've ever used,0.0
82375164.0,35.0,M,Basic,3.0,21.5,8.0,22.0,Disappointed with the features,1.0
93018475.0,21.0,F,Standard,2.0,29.99,6.0,35.0,"It's okay, but I might leave",1.0
58621347.0,49.0,M,Premium,39.0,195.0,1.0,105.0,Exceptional service and support,0.0
48327169.0,26.0,F,Standard,11.0,70.0,7.0,44.0,"Average, nothing remarkable",1.0
59462138.0,31.0,M,Basic,6.0,17.5,12.0,20.0,Limited features frustrate me,1.0
17283942.0,42.0,F,Premium,34.0,200.0,2.0,100.0,"Very satisfied, excellent customer service",0.0
21837490.0,29.0,M,Standard,19.0,80.5,4.0,60.0,"Service is decent, could improve",0.0
65248713.0,24.0,F,Basic,3.0,22.0,11.0,18.5,"Not impressed, could be better",1.0
79583062.0,37.0,M,Premium,41.0,190.0,1.0,92.0,Best decision I've made for entertainment,0.0
45321789.0,34.0,F,Basic,2.0,26.0,10.0,30.0,Not as effective as I hoped,1.0
58623418.0,40.0,M,Standard,13.0,70.0,5.0,48.5,Satisfactory experience overall,0.0
87924365.0,22.0,F,Basic,1.0,24.99,15.0,15.0,Very disappointing service quality,1.0
10273645.0,35.0,M,Premium,30.0,175.0,1.0,95.0,"Perfect for my needs, love it",0.0
82347120.0,29.0,F,Basic,2.0,30.0,9.0,20.0,I don't think I'll renew,1.0
47823014.0,50.0,M,Premium,39.0,200.0,0.0,100.0,"Fantastic service, no complaints",0.0
29483917.0,32.0,F,Standard,8.0,65.0,3.0,41.0,"Good, but needs more features",0.0
51078423.0,45.0,M,Basic,4.0,21.5,4.0,25.0,Service is quite limited,1.0
81420956.0,26.0,F,Standard,1.0,19.99,8.0,10.5,I am leaving for better options,1.0
32958016.0,39.0,M,Premium,22.0,180.0,2.0,90.0,"Exceptional service, very happy",0.0
16382947.0,35.0,F,Standard,12.0,60.0,1.0,50.0,Could be more user-friendly,0.0
87974512.0,28.0,M,Basic,3.0,28.0,6.0,15.5,"Pretty basic, not impressed",1.0
46782031.0,51.0,F,Premium,40.0,200.0,1.0,120.0,"Best service ever, highly recommend",0.0
19384726.0,25.0,M,Standard,2.0,35.5,6.0,45.0,I find it a bit confusing.,1.0
28465137.0,34.0,F,Premium,18.0,150.0,2.0,65.5,"Great service overall, very happy!",0.0
37691248.0,43.0,M,Standard,9.0,80.0,1.0,30.2,Could improve in customer support.,0.0
48372619.0,19.0,F,Basic,1.0,15.0,8.0,20.0,"Not satisfied, will cancel soon.",1.0
58294360.0,57.0,M,Premium,24.0,175.0,0.0,90.4,Excellent value for the price!,0.0
67483921.0,30.0,F,Standard,3.0,50.0,7.0,35.5,"Needs better features, considering leaving.",1.0
78165234.0,48.0,M,Premium,36.0,199.0,1.0,100.0,"Loving this service, worth every penny!",0.0
89234765.0,22.0,F,Basic,4.0,20.0,5.0,25.0,"Too basic for my needs, I might leave.",1.0
10458390.0,28.0,M,Basic,1.0,15.0,10.0,15.0,I expected more features.,1.0
21390587.0,45.0,F,Standard,12.0,90.0,0.0,80.2,Good but could use more content.,0.0
32547860.0,33.0,M,Premium,15.0,160.0,3.0,72.3,"Absolutely love it, highly recommend!",0.0
43372619.0,24.0,F,Basic,2.0,18.0,9.0,22.5,Not what I was hoping for.,1.0
52783491.0,37.0,M,Standard,6.0,75.0,4.0,50.0,Satisfactory but not exceptional.,0.0
64827934.0,29.0,F,Premium,20.0,180.0,1.0,95.0,"Superb service, very happy!",0.0
75938420.0,21.0,M,Standard,1.0,40.0,11.0,30.0,Could be much better.,1.0
87402913.0,39.0,F,Premium,34.0,195.0,0.0,110.0,Best service I have ever used!,0.0
98324015.0,27.0,M,Basic,3.0,17.5,6.0,20.0,Still deciding if I stay or not.,1.0
10984736.0,35.0,F,Premium,6.0,170.0,2.0,55.5,"Excellent, very smooth experience!",0.0
21895743.0,31.0,M,Standard,5.0,65.0,7.0,40.0,Pretty good but room for improvement.,1.0
31984726.0,50.0,F,Premium,38.0,200.0,0.0,110.0,"Fantastic service, very satisfied!",0.0
42023894.0,26.0,M,Basic,2.0,15.0,12.0,10.0,"Not worth the price, canceling.",1.0
53761284.0,46.0,F,Standard,19.0,85.0,1.0,75.0,"Happy with my choice, no complaints.",0.0
64827350.0,30.0,M,Premium,10.0,160.0,2.0,80.0,Good service but could add more options.,0.0
75382941.0,23.0,F,Basic,1.0,20.0,9.0,15.5,"Just not for me, will leave soon.",1.0
82910452.0,40.0,M,Standard,14.0,70.0,3.0,45.5,"Service is decent, nothing special.",0.0
93047816.0,18.0,F,Premium,2.0,150.0,4.0,90.0,Very impressed with the features!,0.0
4129674.0,52.0,M,Basic,7.0,25.0,8.0,30.0,Need more content to keep me interested.,1.0
15738429.0,29.0,F,Standard,4.0,60.0,7.0,35.0,"It's okay, nothing exceptional here.",1.0
26958274.0,36.0,M,Premium,22.0,195.0,1.0,100.0,"Absolutely wonderful, no regrets!",0.0
37925810.0,31.0,F,Standard,9.0,75.0,10.0,37.0,Customer support needs help.,1.0
48457392.0,38.0,M,Premium,15.0,175.0,0.0,95.5,Couldn't be happier with the service!,0.0
59581640.0,19.0,F,Basic,3.0,18.0,12.0,20.0,"Not impressed, likely leaving.",1.0
60483751.0,44.0,M,Standard,18.0,80.0,2.0,60.0,"Good value, great for my needs.",0.0
71249386.0,24.0,F,Premium,11.0,185.0,1.0,90.0,"Features are awesome, enjoying it!",0.0
82936745.0,25.0,M,Standard,3.0,50.0,4.0,30.5,"Could be better, but okay for now.",1.0
93420857.0,32.0,F,Premium,20.0,180.0,1.0,92.5,Best decision I made subscribing!,0.0
4563741.0,42.0,M,Standard,13.0,70.0,5.0,45.0,"It’s decent, but could improve.",0.0
15683102.0,19.0,F,Basic,1.0,15.0,13.0,15.0,Not meeting my expectations.,1.0
26752043.0,48.0,M,Premium,30.0,199.0,0.0,120.0,Absolutely top-notch service!,0.0
37664332.0,26.0,F,Standard,5.0,65.0,8.0,40.0,I think I might cancel soon.,1.0
48517289.0,34.0,M,Premium,28.0,175.0,2.0,70.0,Best experience I've had!,0.0
54324897.0,25.0,F,Standard,2.0,45.5,8.0,30.5,The service is not what I expected.,1.0
82315934.0,34.0,M,Premium,20.0,150.0,2.0,60.0,"Excellent features, very satisfied!",0.0
31782239.0,29.0,F,Basic,1.0,30.0,0.0,15.0,I might need something better.,1.0
95837264.0,42.0,M,Standard,15.0,95.2,7.0,45.5,"Good service, but could improve.",0.0
65821503.0,30.0,M,Premium,5.0,120.0,3.0,70.0,Best app I've ever used!,0.0
13579246.0,22.0,F,Basic,2.0,20.0,10.0,25.0,"Not worth the money, unfortunately.",1.0
67234578.0,55.0,M,Standard,12.0,70.5,1.0,50.2,"Quite reasonable, but nothing special.",0.0
12938056.0,40.0,F,Premium,30.0,200.0,0.0,90.0,Loving the perks of premium!,0.0
